Input, OSD0, OSD1, OSD2
4760,76,58,49
4761,33,4,41
4762,114,122,93
4763,58,106,89
4764,49,41,124
4765,127,58,46
4766,97,116,108
4767,120,43,80
4768,70,72,83
4769,107,14,73
4770,25,0,124
4771,121,111,103
4772,118,89,19
4773,124,28,68
4774,1,18,56
4775,23,40,110
4776,120,17,83
4777,2,100,15
4778,119,123,55
4779,64,79,39
4780,51,3,40
4781,4,115,109
4782,40,116,32
4783,92,32,56
4784,41,76,8
4785,76,2,81
4786,30,19,41
4787,86,20,30
4788,28,94,9
4789,36,56,89
4790,43,125,15
4791,111,46,33
4792,46,3,11
4793,83,27,99
4794,3,116,125
4795,73,69,93
4796,98,121,55
4797,89,107,35
4798,118,126,21
4799,19,92,108
4800,77,99,104
4801,42,109,118
4802,62,51,94
4803,33,14,114
4804,28,50,39
4805,46,61,10
4806,108,44,24
4807,49,67,28
4808,63,35,108
4809,114,99,82
4810,101,1,54
4811,36,86,15
4812,29,100,63
4813,46,90,66
4814,23,56,83
4815,64,54,18
4816,16,110,8
4817,107,85,121
4818,30,92,111
4819,90,50,41
4820,9,46,59
4821,116,49,72
4822,11,84,124
4823,8,42,90
4824,115,44,87
4825,76,109,65
4826,24,89,117
4827,15,124,41
4828,0,94,108
4829,77,16,62
4830,111,115,55
4831,31,56,5
4832,94,2,38
4833,1,117,124
4834,116,15,79
4835,117,127,65
4836,3,92,53
4837,55,93,123
4838,27,2,94
4839,91,70,72
4840,57,4,103
4841,103,95,73
4842,127,27,20
4843,94,52,103
4844,107,49,89
4845,33,61,31
4846,43,19,81
4847,112,66,38
4848,19,101,37
4849,57,122,100
4850,40,96,26
4851,69,48,62
4852,48,25,121
4853,59,28,53
4854,2,105,71
4855,81,69,51
4856,103,45,3
4857,21,126,5
4858,70,96,3
4859,36,85,27
4860,2,89,59
4861,76,42,81
4862,114,108,26
4863,21,27,56
4864,124,5,83
4865,85,90,35
4866,78,68,6
4867,114,104,121
4868,31,82,38
4869,97,87,4
4870,29,58,54
4871,34,4,87
4872,4,38,51
4873,1,37,66
4874,51,47,109
4875,29,57,55
4876,41,65,76
4877,110,71,61
4878,86,0,126
4879,53,102,58
4880,17,99,73
4881,52,42,37
4882,6,17,101
4883,104,120,1
4884,112,88,23
4885,17,64,8
4886,71,31,3
4887,90,59,13
4888,112,18,46
4889,36,29,59
4890,32,53,61
4891,22,83,65
4892,16,79,42
4893,2,126,29
4894,74,97,94
4895,23,41,31
4896,107,77,23
4897,106,124,87
4898,40,58,35
4899,102,9,19
4900,16,31,102
4901,57,116,73
4902,100,15,48
4903,55,37,113
4904,100,107,13
4905,115,97,20
4906,32,57,105
4907,39,96,21
4908,0,111,18
4909,122,31,50
4910,99,12,0
4911,84,32,72
4912,121,0,20
4913,90,3,63
4914,12,34,69
4915,43,116,66
4916,103,15,107
4917,20,28,46
4918,98,31,45
4919,60,3,117
4920,24,99,69
4921,102,48,107
4922,127,60,92
4923,77,19,81
4924,92,52,66
4925,31,62,41
4926,18,65,123
4927,11,64,0
4928,58,31,19
4929,20,55,117
4930,72,25,71
4931,99,41,89
4932,123,4,71
4933,69,110,40
4934,15,79,47
4935,17,99,31
4936,54,17,0
4937,81,5,12
4938,44,124,116
4939,36,78,99
4940,95,5,59
4941,92,6,59
4942,55,34,69
4943,9,59,25
4944,125,36,117
4945,75,49,114
4946,78,104,120
4947,75,112,59
4948,73,29,121
4949,70,55,104
4950,116,55,67
4951,65,119,26
4952,51,91,124
4953,34,72,31
4954,27,8,59
4955,0,50,28
4956,93,12,46
4957,31,1,90
4958,84,43,23
4959,87,104,14
4960,28,22,83
4961,93,111,98
4962,28,102,2
4963,117,111,122
4964,16,108,44
4965,13,31,126
4966,89,74,27
4967,107,83,126
4968,49,57,65
4969,29,82,22
4970,34,111,112
4971,14,58,2
4972,102,17,90
4973,10,51,65
4974,115,38,74
4975,75,65,99
4976,110,95,59
4977,22,30,86
4978,82,66,16
4979,74,4,23
4980,123,53,16
4981,59,100,50
4982,86,44,58
4983,69,30,120
4984,18,65,3
4985,76,54,37
4986,37,24,62
4987,23,109,118
4988,99,73,108
4989,33,117,15
4990,57,41,80
4991,97,119,11
4992,25,119,40
4993,71,121,106
4994,115,104,89
4995,7,123,117
4996,100,124,26
4997,99,127,114
4998,103,127,87
4999,100,76,119
5000,122,115,57
5001,104,87,12
5002,62,39,50
5003,4,117,28
5004,62,45,4
5005,116,38,90
5006,92,56,52
5007,25,21,4
5008,24,35,123
5009,7,76,43
5010,45,116,50
5011,31,88,44
5012,60,34,116
5013,29,6,90
5014,67,123,100
5015,28,43,39
5016,6,92,13
5017,4,26,40
5018,38,11,59
5019,66,88,3
5020,96,121,89
5021,94,44,118
5022,94,22,105
5023,1,17,75
5024,6,63,127
5025,72,16,92
5026,108,99,112
5027,51,99,45
5028,114,30,7
5029,37,107,52
5030,111,121,60
5031,86,122,106
5032,41,99,115
5033,75,102,32
5034,102,104,87
5035,106,28,9
5036,54,70,81
5037,125,109,113
5038,61,96,42
5039,78,47,60
5040,2,68,29
5041,55,8,6
5042,27,123,6
5043,60,41,107
5044,75,36,117
5045,42,118,105
5046,53,75,39
5047,13,68,106
5048,10,34,107
5049,106,115,97
5050,89,3,96
5051,3,106,113
5052,96,105,87
5053,82,37,41
5054,24,3,127
5055,55,7,100
5056,27,63,88
5057,73,112,21
5058,98,91,127
5059,112,25,10
5060,31,64,13
5061,41,108,11
5062,40,96,119
5063,25,82,106
5064,67,75,52
5065,5,90,81
5066,39,120,101
5067,107,77,119
5068,108,10,75
5069,71,117,18
5070,77,40,82
5071,53,30,113
5072,89,68,61
5073,12,97,84
5074,114,105,52
5075,41,79,39
5076,50,65,101
5077,55,114,67
5078,35,61,98
5079,90,72,0
5080,16,6,26
5081,41,38,3
5082,93,77,36
5083,19,75,35
5084,104,97,53
5085,121,47,100
5086,98,16,112
5087,22,89,78
5088,13,61,45
5089,7,94,33
5090,124,30,35
5091,41,114,76
5092,122,6,68
5093,35,57,92
5094,122,104,117
5095,46,82,3
5096,11,73,49
5097,0,98,90
5098,5,96,59
5099,51,28,74
5100,104,86,103
5101,47,102,58
5102,36,51,26
5103,108,37,73
5104,126,44,75
5105,102,13,3
5106,55,67,15
5107,47,27,87
5108,82,7,101
5109,62,35,25
5110,120,101,117
5111,45,32,27
5112,118,31,66
5113,26,98,90
5114,69,80,61
5115,35,112,93
5116,99,6,110
5117,77,21,7
5118,112,20,108
5119,49,99,25
5120,39,3,48
5121,53,69,6
5122,35,87,106
5123,72,118,99
5124,107,121,7
5125,59,37,15
5126,111,13,103
5127,11,65,37
5128,82,3,100
5129,8,48,108
5130,62,37,121
5131,112,74,67
5132,2,30,23
5133,64,60,22
5134,38,26,111
5135,10,93,65
5136,11,26,89
5137,121,46,38
5138,27,15,54
5139,95,87,7
5140,101,15,60
5141,90,61,14
5142,79,49,127
5143,27,14,22
5144,41,21,73
5145,60,19,67
5146,89,2,81
5147,13,4,120
5148,73,4,120
5149,109,6,52
5150,122,55,88
5151,71,81,23
5152,60,101,117
5153,5,33,74
5154,14,5,18
5155,78,89,62
5156,2,70,109
5157,107,27,96
5158,68,112,4
5159,77,52,4
5160,21,37,50
5161,44,56,52
5162,45,93,85
5163,105,42,59
5164,30,11,0
5165,101,83,122
5166,110,115,47
5167,107,94,115
5168,102,26,18
5169,95,48,68
5170,16,126,110
5171,49,36,122
5172,49,30,82
5173,16,31,13
5174,46,0,14
5175,122,5,117
5176,3,71,43
5177,32,92,42
5178,65,16,120
5179,51,126,116
5180,119,7,101
5181,37,63,114
5182,33,45,55
5183,81,88,72
5184,60,41,95
5185,26,44,32
5186,101,63,28
5187,10,1,58
5188,80,68,97
5189,66,8,26
5190,69,0,14
5191,28,70,39
5192,109,64,7
5193,68,117,17
5194,36,47,0
5195,37,78,70
5196,74,86,25
5197,12,51,39
5198,45,38,1
5199,84,58,122
5200,0,28,62
5201,80,77,47
5202,15,41,87
5203,32,55,47
5204,12,46,79
5205,115,17,96
5206,89,26,102
5207,118,107,20
5208,8,50,123
5209,28,64,84
5210,17,42,70
5211,101,83,93
5212,51,64,127
5213,62,85,119
5214,61,112,11
5215,103,65,104
5216,50,41,77
5217,61,101,13
5218,5,114,61
5219,7,33,57
5220,109,1,42
5221,85,124,64
5222,24,53,77
5223,110,53,45
5224,71,24,18
5225,51,110,84
5226,61,47,36
5227,65,126,34
5228,68,62,126
5229,30,21,1
5230,73,89,20
5231,75,63,48
5232,18,84,65
5233,39,25,85
5234,40,104,25
5235,98,125,86
5236,37,56,111
5237,79,61,15
5238,93,27,111
5239,60,102,123
5240,44,121,60
5241,25,83,74
5242,36,64,46
5243,54,94,68
5244,53,67,18
5245,109,66,124
5246,111,46,31
5247,55,122,63
5248,60,115,71
5249,8,16,46
5250,43,13,34
5251,85,49,15
5252,19,67,124
5253,88,59,104
5254,33,57,68
5255,86,92,8
5256,17,24,109
5257,97,116,75
5258,79,36,10
5259,0,45,53
5260,118,6,67
5261,68,80,94
5262,30,105,113
5263,93,103,110
5264,112,101,41
5265,78,118,66
5266,46,4,108
5267,92,9,36
5268,47,48,107
5269,42,113,27
5270,45,99,4
5271,3,14,93
5272,96,13,54
5273,21,43,127
5274,42,30,80
5275,107,116,28
5276,126,45,109
5277,30,81,33
5278,64,108,120
5279,87,54,44
5280,54,42,95
5281,87,20,43
5282,46,100,88
5283,41,55,105
5284,106,34,55
5285,41,77,1
5286,103,26,65
5287,40,58,83
5288,61,53,22
5289,2,75,89
5290,40,96,10
5291,92,72,25
5292,3,110,56
5293,33,54,115
5294,72,118,123
5295,122,16,11
5296,69,19,14
5297,98,4,115
5298,112,25,33
5299,6,39,80
5300,110,86,30
5301,71,77,127
5302,71,79,124
5303,32,21,29
5304,123,61,67
5305,99,53,61
5306,23,28,75
5307,23,104,8
5308,26,82,88
5309,81,19,5
5310,13,121,76
5311,20,75,125
5312,116,28,41
5313,29,19,38
5314,38,85,56
5315,3,31,105
5316,28,124,85
5317,112,94,51
5318,65,120,54
5319,29,11,1
5320,82,88,70
5321,37,43,105
5322,127,76,111
5323,103,43,31
5324,117,97,48
5325,59,110,10
5326,103,64,46
5327,53,101,38
5328,66,111,15
5329,77,21,7
5330,21,30,46
5331,76,27,87
5332,64,84,48
5333,49,71,118
5334,82,15,29
5335,4,115,16
5336,93,106,56
5337,23,37,81
5338,12,59,73
5339,97,58,32
5340,64,90,3
5341,112,68,92
5342,108,113,49
5343,12,28,114
5344,88,42,53
5345,41,110,80
5346,118,30,126
5347,33,78,5
5348,59,55,30
5349,35,100,125
5350,105,118,124
5351,117,83,7
5352,65,83,124
5353,102,70,73
5354,56,7,27
5355,89,43,22
5356,99,87,104
5357,113,103,104
5358,100,41,16
5359,33,22,104
5360,32,56,87
5361,93,57,43
5362,35,108,9
5363,115,44,60
5364,121,84,21
5365,116,13,86
5366,81,112,125
5367,91,41,86
5368,104,65,57
5369,6,95,59
5370,81,2,77
5371,60,22,114
5372,31,67,11
5373,121,23,25
5374,50,44,82
5375,59,101,114
5376,84,18,125
5377,109,112,90
5378,41,108,77
5379,35,70,124
5380,39,8,1
5381,72,36,50
5382,41,66,113
5383,97,52,35
5384,26,49,3
5385,20,118,25
5386,9,21,40
5387,34,126,52
5388,47,36,18
5389,90,34,22
5390,64,101,127
5391,68,9,95
5392,94,25,63
5393,122,119,87
5394,68,10,3
5395,79,22,88
5396,114,22,86
5397,48,99,36
5398,119,109,32
5399,118,5,84
5400,13,101,31
5401,79,48,81
5402,82,75,11
5403,13,21,28
5404,115,108,50
5405,25,104,42
5406,122,63,35
5407,22,58,64
5408,115,23,33
5409,67,106,40
5410,3,74,93
5411,73,127,54
5412,47,21,111
5413,33,1,56
5414,114,2,91
5415,109,30,50
5416,94,20,45
5417,68,112,100
5418,39,83,45
5419,85,70,18
5420,16,49,32
5421,90,28,19
5422,97,2,113
5423,46,62,87
5424,86,23,109
5425,53,20,107
5426,53,40,33
5427,87,57,77
5428,75,99,111
5429,94,100,44
5430,5,88,43
5431,85,22,110
5432,90,107,116
5433,35,117,87
5434,9,47,16
5435,27,2,119
5436,35,61,127
5437,83,19,56
5438,100,115,63
5439,1,108,35
5440,107,97,92
5441,44,105,14
5442,120,109,83
5443,29,113,32
5444,61,50,15
5445,39,42,21
5446,84,2,115
5447,61,14,34
5448,127,79,81
5449,47,99,71
5450,119,127,108
5451,72,81,65
5452,80,63,121
5453,113,29,126
5454,53,95,99
5455,120,81,23
5456,33,75,51
5457,81,63,73
5458,92,65,44
5459,33,21,54
5460,40,6,125
5461,126,108,95
5462,7,125,14
5463,37,44,91
5464,96,77,71
5465,78,51,71
5466,22,124,31
5467,78,9,67
5468,15,113,122
5469,91,32,25
5470,127,24,6
5471,57,52,94
5472,13,89,4
5473,118,39,15
5474,5,73,37
5475,25,8,16
5476,88,79,32
5477,28,122,74
5478,71,55,37
5479,105,49,41
5480,90,59,2
5481,87,91,124
5482,36,97,54
5483,72,83,125
5484,7,111,15
5485,13,93,102
5486,100,55,74
5487,61,64,1
5488,7,98,29
5489,86,90,64
5490,66,20,85
5491,52,76,103
5492,101,92,16
5493,61,103,107
5494,10,94,77
5495,46,84,66
5496,38,45,17
5497,92,82,123
5498,62,100,75
5499,44,37,24
5500,101,70,121
5501,53,16,104
5502,69,124,78
5503,45,100,115
5504,118,12,37
5505,48,63,94
5506,76,88,45
5507,70,55,93
5508,72,67,94
5509,94,23,81
5510,88,53,108
5511,25,123,95
5512,62,38,98
5513,111,33,40
5514,83,17,35
5515,89,82,53
5516,48,92,16
5517,99,58,27
5518,23,49,105
5519,119,74,11
5520,100,71,105
5521,123,88,38
5522,44,90,14
5523,111,112,23
5524,61,74,92
5525,36,91,61
5526,118,79,88
5527,45,75,38
5528,109,124,4
5529,21,90,15
5530,113,32,61
5531,69,62,72
5532,34,87,53
5533,80,27,20
5534,87,108,100
5535,114,91,57
5536,56,18,34
5537,32,65,112
5538,10,26,45
5539,14,89,120
5540,48,44,94
5541,18,103,121
5542,105,34,113
5543,77,102,95
5544,125,6,72
5545,16,113,126
5546,60,23,97
5547,39,51,46
5548,42,23,101
5549,12,77,5
5550,95,47,55
5551,48,125,75
5552,3,56,23
5553,17,27,72
5554,123,80,10
5555,3,42,63
5556,66,113,96
5557,88,81,17
5558,68,93,21
5559,84,72,112
5560,72,14,102
5561,57,120,107
5562,31,3,58
5563,90,70,2
5564,125,89,64
5565,115,127,72
5566,73,84,116
5567,56,39,69
5568,65,114,75
5569,2,34,14
5570,27,54,19
5571,73,99,87
5572,85,0,119
5573,65,19,50
5574,100,120,108
5575,54,96,44
5576,105,19,120
5577,65,41,96
5578,92,30,4
5579,15,111,73
5580,62,55,18
5581,63,89,75
5582,94,23,0
5583,94,70,54
5584,12,47,67
5585,60,22,28
5586,31,119,111
5587,15,105,0
5588,3,51,66
5589,121,37,70
5590,12,21,109
5591,117,22,74
5592,30,6,52
5593,79,68,40
5594,31,88,82
5595,28,4,90
5596,100,48,84
5597,65,46,99
5598,54,78,99
5599,44,51,4
5600,33,85,126
5601,26,39,72
5602,68,58,79
5603,82,50,92
5604,125,104,56
5605,73,87,68
5606,40,80,75
5607,12,34,74
5608,33,44,108
5609,64,40,12
5610,43,89,24
5611,105,66,54
5612,34,7,65
5613,45,109,96
5614,114,76,54
5615,120,60,46
5616,9,73,49
5617,24,105,6
5618,6,46,39
5619,45,32,27
5620,79,68,16
5621,3,112,15
5622,90,58,85
5623,19,37,106
5624,0,42,9
5625,7,44,24
5626,118,82,62
5627,36,7,49
5628,121,66,115
5629,29,46,84
5630,27,116,34
5631,18,91,117
5632,86,65,95
5633,55,83,34
5634,114,37,46
5635,80,89,24
5636,55,56,127
5637,65,63,108
5638,100,39,121
5639,5,89,86
5640,99,113,126
5641,85,64,28
5642,8,27,40
5643,31,10,86
5644,21,10,87
5645,71,85,1
5646,50,12,58
5647,5,10,106
5648,15,59,24
5649,22,65,126
5650,124,11,34
5651,20,54,84
5652,35,103,40
5653,5,26,15
5654,77,109,52
5655,112,0,14
5656,65,15,58
5657,118,34,125
5658,71,123,108
5659,127,13,19
5660,87,34,60
5661,48,111,116
5662,99,13,117
5663,4,24,110
5664,66,116,108
5665,91,122,79
5666,109,49,33
5667,16,6,35
5668,82,50,10
5669,89,82,74
5670,95,17,84
5671,13,20,72
5672,48,111,26
5673,27,16,117
5674,98,0,12
5675,50,22,56
5676,77,100,65
5677,29,124,70
5678,123,6,69
5679,20,24,48
5680,101,44,88
5681,98,106,6
5682,127,15,87
5683,43,1,70
5684,80,126,41
5685,90,68,61
5686,50,123,22
5687,119,79,2
5688,7,22,14
5689,39,27,123
5690,59,121,110
5691,15,2,63
5692,100,64,79
5693,94,1,83
5694,98,46,67
5695,24,84,100
5696,62,13,51
5697,85,60,96
5698,46,51,116
5699,118,87,15
5700,33,19,50
5701,82,125,103
5702,1,58,100
5703,112,37,88
5704,114,22,98
5705,117,63,8
5706,3,15,30
5707,55,113,15
5708,21,95,32
5709,29,112,126
5710,35,75,30
5711,1,69,92
5712,114,7,52
5713,112,39,121
5714,112,122,80
5715,67,84,57
5716,82,56,92
5717,4,60,88
5718,116,93,102
5719,78,110,43
5720,28,73,67
5721,6,14,16
5722,115,92,65
5723,66,98,86
5724,77,10,110
5725,101,84,126
5726,3,22,78
5727,102,62,69
5728,116,67,101
5729,43,29,18
5730,43,34,49
5731,75,0,110
5732,18,118,11
5733,123,46,69
5734,105,99,28
5735,66,50,46
5736,62,34,106
5737,100,127,61
5738,98,12,105
5739,62,90,96
5740,110,84,32
5741,80,90,101
5742,97,34,10
5743,102,6,60
5744,38,1,82
5745,55,46,62
5746,8,3,77
5747,109,93,65
5748,0,59,85
5749,56,92,42
5750,63,32,97
5751,87,106,118
5752,78,27,108
5753,28,67,119
5754,87,119,24
5755,98,73,56
5756,103,104,78
5757,91,54,96
5758,39,104,48
5759,28,101,10
5760,88,127,84
5761,51,36,56
5762,56,40,90
5763,122,13,113
5764,126,66,90
5765,120,100,24
5766,13,20,84
5767,108,4,13
5768,30,4,21
5769,10,49,75
5770,13,30,123
5771,74,22,94
5772,26,105,47
5773,111,13,24
5774,23,104,56
5775,81,21,27
5776,35,89,26
5777,29,126,11
5778,52,38,44
5779,32,115,48
5780,16,30,81
5781,32,108,125
5782,116,21,3
5783,107,92,58
5784,35,66,63
5785,51,60,125
5786,113,32,56
5787,11,108,25
5788,107,77,88
5789,12,47,112
5790,108,50,117
5791,117,1,56
5792,116,16,15
5793,24,32,77
5794,82,103,124
5795,106,89,120
5796,26,59,50
5797,18,43,125
5798,13,64,101
5799,99,74,51
5800,42,91,71
5801,21,51,14
5802,1,68,47
5803,15,56,32
5804,88,103,28
5805,68,84,102
5806,125,119,49
5807,80,58,99
5808,127,102,113
5809,120,83,93
5810,114,124,34
5811,84,5,45
5812,111,6,84
5813,57,66,81
5814,27,79,49
5815,17,75,123
5816,16,60,2
5817,91,43,26
5818,66,74,61
5819,18,53,6
5820,54,20,65
5821,62,55,41
5822,16,13,62
5823,13,88,107
5824,50,89,105
5825,88,127,79
5826,11,24,126
5827,46,29,33
5828,91,75,56
5829,103,110,55
5830,58,105,17
5831,116,110,96
5832,62,12,118
5833,3,19,112
5834,21,1,40
5835,84,3,24
5836,26,63,89
5837,116,21,63
5838,110,3,120
5839,42,50,0
5840,12,50,122
5841,92,73,6
5842,105,94,113
5843,110,59,126
5844,10,109,35
5845,3,97,110
5846,40,7,54
5847,36,78,89
5848,55,65,75
5849,16,10,77
5850,88,110,120
5851,47,53,63
5852,91,118,67
5853,62,76,43
5854,124,96,69
5855,83,21,97
5856,59,29,95
5857,122,78,56
5858,102,109,71
5859,22,111,29
5860,27,10,19
5861,109,81,51
5862,18,36,87
5863,114,97,122
5864,86,111,20
5865,52,76,105
5866,99,71,52
5867,78,32,96
5868,32,30,82
5869,80,79,4
5870,65,113,40
5871,5,41,115
5872,115,85,13
5873,121,42,61
5874,116,69,47
5875,109,63,20
5876,88,13,36
5877,10,4,71
5878,123,78,67
5879,107,62,114
5880,117,2,90
5881,106,12,94
5882,61,77,48
5883,111,38,15
5884,113,34,121
5885,31,115,74
5886,80,17,73
5887,97,58,35
5888,24,71,50
5889,37,16,82
5890,106,112,21
5891,27,121,114
5892,45,123,80
5893,19,79,64
5894,22,116,38
5895,7,64,79
5896,123,9,1
5897,95,40,62
5898,35,55,42
5899,126,98,32
5900,40,15,26
5901,124,38,6
5902,25,14,43
5903,125,67,20
5904,111,19,47
5905,18,76,125
5906,46,25,20
5907,44,63,11
5908,5,58,20
5909,117,66,81
5910,82,77,91
5911,73,61,125
5912,46,103,56
5913,38,1,96
5914,86,65,94
5915,70,125,116
5916,60,113,125
5917,127,7,95
5918,15,23,84
5919,2,37,90
5920,92,107,12
5921,25,107,48
5922,80,26,15
5923,7,101,95
5924,6,63,24
5925,112,27,108
5926,52,47,126
5927,0,39,9
5928,55,93,26
5929,93,61,105
5930,102,125,7
5931,69,36,9
5932,105,24,58
5933,5,124,66
5934,52,116,75
5935,126,114,78
5936,100,123,44
5937,25,122,73
5938,7,31,100
5939,9,25,20
5940,5,29,78
5941,113,108,40
5942,26,100,83
5943,96,10,122
5944,49,84,112
5945,86,17,24
5946,93,72,122
5947,66,87,127
5948,115,18,64
5949,33,77,124
5950,115,122,51
5951,38,29,17
5952,71,93,50
5953,84,92,26
5954,87,121,62
5955,29,83,106
5956,48,57,24
5957,15,105,89
5958,85,28,53
5959,92,29,57
5960,8,18,63
5961,42,109,102
5962,56,109,37
5963,51,92,8
5964,122,94,103
5965,89,71,120
5966,35,25,85
5967,45,22,60
5968,121,89,115
5969,19,33,11
5970,92,22,72
5971,73,28,63
5972,21,83,105
5973,15,101,65
5974,41,29,6
5975,6,107,42
5976,88,114,59
5977,38,54,80
5978,106,102,53
5979,24,8,40
5980,79,67,81
5981,51,121,65
5982,120,9,3
5983,39,125,59
5984,102,55,68
5985,51,114,16
5986,126,94,1
5987,12,79,116
5988,58,50,99
5989,111,126,113
5990,70,126,90
5991,72,0,127
5992,74,84,50
5993,109,89,64
5994,105,89,55
5995,70,96,84
5996,86,45,69
5997,101,48,41
5998,106,120,6
5999,79,51,107
6000,34,104,53
6001,86,112,73
6002,7,22,98
6003,41,37,54
6004,46,64,109
6005,49,84,89
6006,121,35,115
6007,22,127,31
6008,44,91,0
6009,28,116,105
6010,49,8,47
6011,101,114,6
6012,5,17,110
6013,24,20,14
6014,109,83,92
6015,114,109,124
6016,111,83,114
6017,54,124,106
6018,19,56,124
6019,25,90,23
6020,29,85,50
6021,24,38,101
6022,102,27,125
6023,77,48,4
6024,110,116,32
6025,114,34,54
6026,57,1,40
6027,62,64,4
6028,69,43,106
6029,21,37,41
6030,120,96,19
6031,28,18,3
6032,117,64,19
6033,89,102,53
6034,41,61,108
6035,24,75,94
6036,30,12,58
6037,114,102,8
6038,80,10,105
6039,54,117,1
6040,70,122,100
6041,50,29,122
6042,114,77,23
6043,73,56,83
6044,78,4,64
6045,64,32,17
6046,10,16,43
6047,85,61,91
6048,112,98,121
6049,29,71,32
6050,3,62,81
6051,55,36,7
6052,48,67,81
6053,94,76,83
6054,109,7,9
6055,10,101,65
6056,88,70,17
6057,36,26,64
6058,84,63,92
6059,119,37,53
6060,92,87,73
6061,9,105,103
6062,9,123,22
6063,9,112,86
6064,43,70,15
6065,118,98,64
6066,60,10,93
6067,77,90,80
6068,102,35,22
6069,2,52,94
6070,67,92,52
6071,70,81,6
6072,7,125,45
6073,120,19,103
6074,70,19,28
6075,35,24,5
6076,109,117,83
6077,53,96,24
6078,26,8,56
6079,74,15,99
6080,98,54,59
6081,7,64,54
6082,66,96,91
6083,61,112,1
6084,48,90,37
6085,107,94,44
6086,79,8,50
6087,7,11,16
6088,28,86,18
6089,125,14,23
6090,115,1,74
6091,36,69,101
6092,3,64,76
6093,90,25,7
6094,94,17,42
6095,26,98,126
6096,36,98,73
6097,72,26,80
6098,29,55,113
6099,91,73,64
6100,98,43,55
6101,9,2,88
6102,33,58,24
6103,101,121,42
6104,84,112,127
6105,37,58,103
6106,55,24,70
6107,95,48,24
6108,85,67,42
6109,69,81,116
6110,66,91,116
6111,88,99,109
6112,73,71,20
6113,24,71,44
6114,118,86,15
6115,114,107,19
6116,121,110,6
6117,99,115,66
6118,91,27,65
6119,102,94,28
6120,11,99,88
6121,87,109,70
6122,62,37,3
6123,34,58,23
6124,99,22,67
6125,50,72,113
6126,106,16,121
6127,94,12,122
6128,105,29,4
6129,56,47,1
6130,122,65,75
6131,105,43,103
6132,33,117,56
6133,39,118,6
6134,119,77,8
6135,4,113,38
6136,6,102,32
6137,107,1,99
6138,97,95,33
6139,58,127,94
6140,101,109,17
6141,36,12,52
6142,40,104,124
6143,25,64,107
6144,37,85,102
6145,119,62,89
6146,22,115,55
6147,100,86,73
6148,110,11,24
6149,7,72,14
6150,79,102,30
6151,65,73,82
6152,11,92,38
6153,63,10,24
6154,49,62,24
6155,104,17,70
6156,35,49,97
6157,80,34,96
6158,113,5,100
6159,25,58,23
6160,65,10,103
6161,95,86,121
6162,64,38,107
6163,19,64,55
6164,31,123,39
6165,94,19,46
6166,90,111,40
6167,46,111,64
6168,96,68,60
6169,35,85,121
6170,82,94,108
6171,25,43,78
6172,70,103,23
6173,60,69,13
6174,14,120,72
6175,55,58,67
6176,92,55,75
6177,106,50,8
6178,36,118,17
6179,29,120,0
6180,12,48,81
6181,1,26,19
6182,37,68,25
6183,68,111,63
6184,119,0,13
6185,79,125,24
6186,3,40,95
6187,83,64,89
6188,15,79,106
6189,36,93,98
6190,33,119,86
6191,125,40,115
6192,85,52,109
6193,117,40,90
6194,49,93,81
6195,79,94,39
6196,70,21,74
6197,3,107,50
6198,55,2,9
6199,115,101,84
6200,118,44,124
6201,105,86,57
6202,77,119,96
6203,56,107,45
6204,105,80,42
6205,49,61,124
6206,23,7,71
6207,126,74,91
6208,35,16,48
6209,100,34,104
6210,7,127,109
6211,21,111,102
6212,17,6,113
6213,69,4,90
6214,14,77,41
6215,103,9,73
6216,106,11,80
6217,5,101,118
6218,46,95,73
6219,84,118,51
6220,125,107,35
6221,0,29,20
6222,123,82,37
6223,16,3,58
6224,14,23,4
6225,36,55,28
6226,80,23,28
6227,71,84,15
6228,76,88,29
6229,16,118,87
6230,41,63,83
6231,120,74,46
6232,119,48,43
6233,104,59,7
6234,36,8,84
6235,1,29,20
6236,123,57,76
6237,29,101,5
6238,43,88,48
6239,111,10,40
6240,90,15,70
6241,113,55,123
6242,37,114,110
6243,62,55,10
6244,49,65,34
6245,36,59,16
6246,94,54,47
6247,36,77,70
6248,111,19,25
6249,125,110,114
6250,47,102,0
6251,62,101,69
6252,36,75,88
6253,54,111,47
6254,5,101,16
6255,22,42,116
6256,26,111,126
6257,91,49,125
6258,91,109,1
6259,108,77,80
6260,66,16,10
6261,31,12,49
6262,113,111,78
6263,50,115,24
6264,45,110,30
6265,97,45,122
6266,6,48,100
6267,43,31,39
6268,80,68,48
6269,91,103,84
6270,78,118,60
6271,39,27,6
6272,121,0,113
6273,2,123,67
6274,89,7,105
6275,60,73,50
6276,21,69,117
6277,12,124,81
6278,91,35,114
6279,10,36,1
6280,12,91,1
6281,17,70,37
6282,25,81,4
6283,39,93,121
6284,65,58,55
6285,83,21,12
6286,29,127,106
6287,8,49,39
6288,17,101,118
6289,4,14,93
6290,105,124,72
6291,34,51,46
6292,10,20,95
6293,3,24,68
6294,26,78,70
6295,120,58,36
6296,126,25,99
6297,74,20,37
6298,58,119,34
6299,71,60,90
6300,109,59,1
6301,124,66,101
6302,68,121,84
6303,9,127,25
6304,108,45,48
6305,119,96,110
6306,79,14,29
6307,109,26,71
6308,79,25,12
6309,83,97,77
6310,10,29,41
6311,29,37,52
6312,34,48,99
