Input, OSD0, OSD1, OSD2
9419,83,115,57
9420,68,19,101
9421,24,13,19
9422,27,87,53
9423,23,69,44
9424,75,95,29
9425,21,75,46
9426,4,54,107
9427,39,87,8
9428,5,29,16
9429,7,122,78
9430,82,60,98
9431,19,13,25
9432,77,1,50
9433,98,72,46
9434,77,107,117
9435,57,7,96
9436,77,85,30
9437,93,25,101
9438,65,90,116
9439,2,88,77
9440,40,105,34
9441,97,67,62
9442,111,86,36
9443,33,65,41
9444,104,90,14
9445,49,103,37
9446,49,17,39
9447,78,81,4
9448,96,67,20
9449,90,77,70
9450,10,93,102
9451,31,105,56
9452,57,85,110
9453,76,24,17
9454,3,102,42
9455,86,1,28
9456,113,89,21
9457,84,8,120
9458,31,7,84
9459,78,55,88
9460,43,17,99
9461,58,4,28
9462,99,32,68
9463,97,105,54
9464,66,32,123
9465,123,3,68
9466,78,102,53
9467,80,52,99
9468,92,9,68
9469,78,35,119
9470,33,120,15
9471,123,89,105
9472,40,119,103
9473,59,94,65
9474,91,41,100
9475,16,59,97
9476,91,66,84
9477,59,54,9
9478,75,48,30
9479,120,111,11
9480,102,1,65
9481,113,124,102
9482,88,7,22
9483,32,13,55
9484,91,81,34
9485,97,112,84
9486,55,89,7
9487,44,92,17
9488,43,24,5
9489,68,82,39
9490,104,21,2
9491,76,115,47
9492,107,7,93
9493,18,114,97
9494,62,68,114
9495,37,52,70
9496,46,4,82
9497,23,66,75
9498,91,121,101
9499,36,110,122
9500,73,99,27
9501,111,69,123
9502,0,13,23
9503,106,27,124
9504,56,20,113
9505,40,35,93
9506,77,92,40
9507,12,101,7
9508,23,124,35
9509,69,127,107
9510,31,96,127
9511,17,31,106
9512,17,27,60
9513,60,94,52
9514,53,14,36
9515,3,83,8
9516,94,7,23
9517,115,26,4
9518,75,5,39
9519,17,74,84
9520,59,103,126
9521,16,90,85
9522,127,3,113
9523,34,45,71
9524,115,39,122
9525,67,24,49
9526,90,86,33
9527,80,94,64
9528,94,41,3
9529,73,91,8
9530,27,59,13
9531,80,51,35
9532,19,31,104
9533,6,39,13
9534,89,35,60
9535,72,91,21
9536,11,7,41
9537,110,125,100
9538,68,82,95
9539,113,30,50
9540,20,11,7
9541,15,74,6
9542,92,44,114
9543,70,32,87
9544,58,109,64
9545,48,67,58
9546,22,113,24
9547,84,122,21
9548,95,3,48
9549,67,35,29
9550,104,54,126
9551,35,19,88
9552,87,49,106
9553,98,114,33
9554,53,60,37
9555,46,33,108
9556,42,70,90
9557,13,124,69
9558,115,75,126
9559,97,42,55
9560,102,95,12
9561,92,56,98
9562,88,113,76
9563,39,85,74
9564,101,95,8
9565,36,70,46
9566,82,59,64
9567,65,42,37
9568,24,74,11
9569,13,3,28
9570,68,110,74
9571,39,119,3
9572,2,103,46
9573,89,67,115
9574,15,0,82
9575,25,119,121
9576,16,83,36
9577,57,10,45
9578,125,13,28
9579,121,14,114
9580,109,56,72
9581,82,121,76
9582,98,25,60
9583,88,68,38
9584,66,51,44
9585,74,9,97
9586,13,17,125
9587,51,8,25
9588,100,39,120
9589,65,74,56
9590,39,113,54
9591,19,117,125
9592,38,94,30
9593,0,107,94
9594,127,32,42
9595,67,37,55
9596,111,44,114
9597,32,42,23
9598,96,115,95
9599,24,85,110
9600,105,120,1
9601,18,67,126
9602,85,57,34
9603,3,14,73
9604,103,33,82
9605,71,81,21
9606,29,59,64
9607,41,30,10
9608,54,126,41
9609,13,60,1
9610,4,120,46
9611,46,119,13
9612,82,115,49
9613,88,65,73
9614,1,122,107
9615,23,82,74
9616,104,79,91
9617,92,112,71
9618,67,92,54
9619,86,109,122
9620,78,86,45
9621,68,90,124
9622,76,102,121
9623,114,17,24
9624,61,28,69
9625,30,115,21
9626,106,125,65
9627,41,31,107
9628,88,85,6
9629,14,25,56
9630,91,3,22
9631,13,117,46
9632,124,14,24
9633,86,20,92
9634,34,122,88
9635,46,22,24
9636,69,26,20
9637,103,90,117
9638,29,9,120
9639,69,39,81
9640,54,119,86
9641,61,15,7
9642,22,83,115
9643,18,115,77
9644,40,9,64
9645,42,74,36
9646,41,86,78
9647,95,38,14
9648,64,62,55
9649,25,1,36
9650,106,90,64
9651,77,100,21
9652,114,92,104
9653,96,5,28
9654,54,62,84
9655,123,41,68
9656,23,69,110
9657,76,65,1
9658,42,73,68
9659,102,116,72
9660,115,123,99
9661,97,12,30
9662,37,31,1
9663,34,28,6
9664,68,21,53
9665,94,126,12
9666,85,114,94
9667,106,29,23
9668,126,2,25
9669,30,2,33
9670,83,110,67
9671,35,80,14
9672,91,124,76
9673,82,7,52
9674,60,25,52
9675,90,26,84
9676,25,23,46
9677,69,38,60
9678,90,110,11
9679,76,88,84
9680,46,14,38
9681,70,48,34
9682,67,91,75
9683,1,74,105
9684,44,0,70
9685,51,43,8
9686,29,62,39
9687,46,68,26
9688,29,127,93
9689,61,24,115
9690,105,103,19
9691,126,111,41
9692,107,114,45
9693,75,13,44
9694,127,32,22
9695,8,23,112
9696,63,13,26
9697,43,23,122
9698,17,118,43
9699,37,95,42
9700,63,34,22
9701,69,107,75
9702,40,95,35
9703,83,114,108
9704,114,11,18
9705,50,126,37
9706,108,78,58
9707,112,21,15
9708,105,61,92
9709,65,40,28
9710,117,18,0
9711,80,50,75
9712,36,20,66
9713,15,102,88
9714,56,92,118
9715,25,48,122
9716,26,98,106
9717,60,17,87
9718,16,55,112
9719,77,30,82
9720,54,9,120
9721,96,68,107
9722,31,109,49
9723,122,102,34
9724,50,15,72
9725,22,67,85
9726,43,3,64
9727,3,120,82
9728,84,99,63
9729,21,78,15
9730,113,64,47
9731,48,97,79
9732,88,82,113
9733,67,37,61
9734,78,97,70
9735,24,107,5
9736,106,114,1
9737,45,32,50
9738,103,4,66
9739,41,121,101
9740,48,10,106
9741,7,28,47
9742,20,89,63
9743,45,96,48
9744,57,4,31
9745,67,123,74
9746,119,91,84
9747,86,60,115
9748,98,109,61
9749,112,83,52
9750,114,106,50
9751,47,34,114
9752,116,45,122
9753,79,126,29
9754,25,0,96
9755,32,118,123
9756,114,123,46
9757,46,114,64
9758,47,127,112
9759,109,14,23
9760,45,81,110
9761,93,57,26
9762,66,91,123
9763,87,30,0
9764,57,2,92
9765,66,92,97
9766,127,117,42
9767,45,11,16
9768,19,62,29
9769,20,104,115
9770,102,105,45
9771,120,64,1
9772,110,71,53
9773,41,32,52
9774,19,33,70
9775,9,70,17
9776,104,103,124
9777,45,79,23
9778,89,10,20
9779,118,120,3
9780,50,113,35
9781,92,44,39
9782,90,0,14
9783,56,55,70
9784,79,40,120
9785,20,82,65
9786,110,38,96
9787,31,2,116
9788,53,116,26
9789,24,22,15
9790,59,47,98
9791,18,71,41
9792,80,17,13
9793,87,64,115
9794,71,119,102
9795,15,81,38
9796,32,59,80
9797,40,26,126
9798,121,83,65
9799,49,20,76
9800,51,123,37
9801,108,96,25
9802,112,31,1
9803,4,59,95
9804,46,113,34
9805,16,76,118
9806,101,72,56
9807,108,8,69
9808,73,12,29
9809,0,103,95
9810,94,68,19
9811,108,122,103
9812,113,35,76
9813,122,47,102
9814,63,111,22
9815,72,67,17
9816,64,78,91
9817,53,107,125
9818,3,56,50
9819,80,1,66
9820,35,113,79
9821,109,19,112
9822,22,10,121
9823,94,73,85
9824,13,37,16
9825,40,64,120
9826,4,105,67
9827,100,50,111
9828,24,71,77
9829,40,0,22
9830,121,118,20
9831,104,7,77
9832,35,15,106
9833,71,95,57
9834,56,9,66
9835,55,101,86
9836,104,101,124
9837,50,70,29
9838,32,63,52
9839,34,58,65
9840,106,87,40
9841,50,15,6
9842,18,71,56
9843,25,22,74
9844,88,70,102
9845,45,23,71
9846,113,55,95
9847,20,49,36
9848,90,80,120
9849,72,65,94
9850,2,52,16
9851,116,64,89
9852,5,10,90
9853,112,102,78
9854,116,23,24
9855,47,2,63
9856,112,122,5
9857,109,25,59
9858,77,116,20
9859,47,49,66
9860,124,108,118
9861,17,2,32
9862,39,71,93
9863,119,1,98
9864,80,19,27
9865,70,95,34
9866,45,70,57
9867,3,65,102
9868,121,118,80
9869,118,57,105
9870,102,69,72
9871,101,88,107
9872,87,119,111
9873,61,9,31
9874,60,110,98
9875,36,78,87
9876,95,81,113
9877,66,16,93
9878,88,84,49
9879,120,81,72
9880,72,68,28
9881,45,112,94
9882,99,71,27
9883,72,88,29
9884,75,25,9
9885,29,36,1
9886,118,107,11
9887,28,75,48
9888,126,93,16
9889,66,9,124
9890,112,64,28
9891,110,124,47
9892,39,4,117
9893,116,83,99
9894,53,1,61
9895,12,121,76
9896,45,72,80
9897,76,89,101
9898,97,35,58
9899,67,94,73
9900,25,55,63
9901,8,75,44
9902,117,61,21
9903,98,45,20
9904,101,23,122
9905,49,27,40
9906,103,75,109
9907,27,37,90
9908,71,38,45
9909,90,67,81
9910,92,33,76
9911,41,84,54
9912,59,120,36
9913,31,104,98
9914,22,107,31
9915,93,39,67
9916,13,64,79
9917,95,37,58
9918,15,56,49
9919,19,112,69
9920,23,97,41
9921,83,65,19
9922,33,8,95
9923,120,68,118
9924,28,18,8
9925,61,115,84
9926,123,48,33
9927,73,59,87
9928,105,97,70
9929,1,72,108
9930,51,116,71
9931,9,80,28
9932,96,120,107
9933,47,21,14
9934,113,42,19
9935,43,115,61
9936,51,74,22
9937,117,9,16
9938,118,104,48
9939,31,83,16
9940,59,26,37
9941,113,80,92
9942,3,27,90
9943,63,36,41
9944,94,104,64
9945,124,115,109
9946,89,77,65
9947,0,83,27
9948,49,63,90
9949,94,56,18
9950,18,12,26
9951,94,28,4
9952,53,77,62
9953,104,67,73
9954,75,116,24
9955,90,21,44
9956,45,90,120
9957,94,112,38
9958,9,30,62
9959,52,40,95
9960,8,36,19
9961,15,102,25
9962,3,121,78
9963,60,122,81
9964,25,80,94
9965,53,64,20
9966,96,30,120
9967,121,54,46
9968,96,25,67
9969,107,22,37
9970,21,117,4
9971,76,1,31
9972,96,12,112
9973,63,88,11
9974,125,25,50
9975,47,120,59
9976,22,93,26
9977,58,28,47
9978,120,98,111
9979,68,121,57
9980,16,49,100
9981,104,77,6
9982,10,77,54
9983,86,71,76
9984,108,115,127
9985,48,110,123
9986,117,55,27
9987,27,17,7
9988,45,31,80
9989,101,8,60
9990,28,115,43
9991,39,82,91
9992,22,78,87
9993,50,127,37
9994,34,78,60
9995,17,94,31
9996,119,59,83
9997,49,41,113
9998,53,58,91
9999,95,66,110
10000,5,26,120
10001,14,0,122
10002,13,33,51
10003,69,50,91
10004,19,95,30
10005,68,78,35
10006,84,56,94
10007,116,72,1
10008,71,50,56
10009,93,115,42
10010,51,8,6
10011,53,31,100
10012,96,71,107
10013,12,1,28
10014,39,69,119
10015,120,82,26
10016,68,20,36
10017,29,56,11
10018,85,27,121
10019,104,125,56
10020,31,51,120
10021,81,23,106
10022,114,103,18
10023,7,113,97
10024,38,47,108
10025,26,113,9
10026,2,15,32
10027,61,82,5
10028,71,63,72
10029,61,38,108
10030,21,77,0
10031,3,88,99
10032,66,23,58
10033,98,11,24
10034,89,41,84
10035,110,27,96
10036,56,70,111
10037,49,103,5
10038,97,4,116
10039,93,63,66
10040,91,103,106
10041,16,90,3
10042,37,23,53
10043,82,107,39
10044,43,76,2
10045,11,41,102
10046,62,44,88
10047,39,1,40
10048,25,9,23
10049,97,114,110
10050,39,10,7
10051,43,83,111
10052,22,107,7
10053,84,118,14
10054,117,120,72
10055,96,115,108
10056,43,0,49
10057,34,42,51
10058,17,35,26
10059,39,54,8
10060,4,17,84
10061,46,87,9
10062,97,108,73
10063,99,78,41
10064,29,60,64
10065,32,106,57
10066,119,70,30
10067,70,72,92
10068,60,13,49
10069,124,2,20
10070,10,124,58
10071,83,58,103
10072,96,51,29
10073,47,56,34
10074,42,58,24
10075,19,107,1
10076,81,50,57
10077,19,64,72
10078,76,15,85
10079,34,58,91
10080,73,90,68
10081,95,42,8
10082,2,75,111
10083,27,45,70
10084,27,106,40
10085,85,18,115
10086,38,69,112
10087,6,24,49
10088,78,69,118
10089,89,81,25
10090,57,105,88
10091,34,14,24
10092,62,124,66
10093,107,30,78
10094,12,80,17
10095,55,97,47
10096,17,59,48
10097,42,62,85
10098,21,9,36
10099,87,50,2
10100,65,29,115
10101,81,77,114
10102,0,110,33
10103,28,17,64
10104,14,6,115
10105,51,4,66
10106,127,39,81
10107,26,109,57
10108,104,37,4
10109,120,29,50
10110,14,59,20
10111,39,115,15
10112,37,63,16
10113,110,16,13
10114,15,121,24
10115,102,52,105
10116,39,95,120
10117,124,119,46
10118,60,121,9
10119,120,86,61
10120,68,60,48
10121,112,39,62
10122,57,3,123
10123,121,80,89
10124,97,124,30
10125,22,111,59
10126,28,22,77
10127,67,90,11
10128,123,55,107
10129,62,1,120
10130,69,62,54
10131,68,51,85
10132,12,124,119
10133,49,65,90
10134,13,41,72
10135,37,90,97
10136,45,107,103
10137,5,30,76
10138,126,37,70
10139,9,35,42
10140,56,26,20
10141,25,100,8
10142,76,82,65
10143,41,10,67
10144,18,95,81
10145,47,20,4
10146,111,91,101
10147,84,6,31
10148,96,122,17
10149,83,59,115
10150,93,72,20
10151,100,89,81
10152,100,19,68
10153,122,106,62
10154,119,45,53
10155,5,31,20
10156,93,28,1
10157,122,112,36
10158,13,71,105
10159,67,102,42
10160,79,92,124
10161,93,121,18
10162,45,74,95
10163,85,97,93
10164,124,68,24
10165,65,48,119
10166,10,88,40
10167,90,58,112
10168,101,82,75
10169,100,125,89
10170,100,65,88
10171,41,8,120
10172,66,90,56
10173,70,56,49
10174,115,121,102
10175,105,76,115
10176,127,5,76
10177,44,16,115
10178,97,73,94
10179,69,104,119
10180,78,121,46
10181,11,29,120
10182,44,122,72
10183,34,56,108
10184,44,6,87
10185,118,124,85
10186,43,23,59
10187,105,47,22
10188,41,100,4
10189,68,57,86
10190,42,76,55
10191,119,103,43
10192,22,29,4
10193,116,89,111
10194,47,24,5
10195,49,62,17
10196,100,86,91
10197,126,26,17
10198,63,55,89
10199,44,39,67
10200,56,85,0
10201,78,61,52
10202,21,31,43
10203,85,102,21
10204,26,92,52
10205,86,72,12
10206,59,38,70
10207,49,37,56
10208,22,47,87
10209,72,83,120
10210,94,63,11
10211,82,67,77
10212,73,95,80
10213,90,123,62
10214,45,109,98
10215,102,17,6
10216,113,62,12
10217,100,11,4
10218,56,54,101
10219,70,83,56
10220,50,85,19
10221,114,75,6
10222,99,3,123
10223,106,100,16
10224,126,112,10
10225,69,96,122
10226,57,109,102
10227,101,106,126
10228,2,33,62
10229,22,81,24
10230,31,116,91
10231,105,37,25
10232,118,93,18
10233,110,35,40
10234,24,125,47
10235,112,124,9
10236,48,29,78
10237,122,75,69
10238,126,28,118
10239,37,96,18
10240,42,127,106
